pattern,num_seqlets,match0,motif0,qval0,match1,motif1,qval1,match2,motif2,qval2
pos_patterns.pattern_22,294,MA0648.2,GSC,0.0195477,MA0682.3,PITX1,0.0195477,MA0714.2,PITX3,0.0195477
pos_patterns.pattern_23,253,MA0506.2,Nrf1,2.88126e-06,MA0506.1,NRF1,2.88126e-06,MA0506.3,Nrf1,0.00103603
pos_patterns.pattern_24,110,MA0052.2,MEF2A,2.5342e-06,MA0052.3,MEF2A,2.5342e-06,MA0660.1,MEF2B,2.5342e-06
pos_patterns.pattern_25,91,MA0750.3,ZBTB7A,0.000422831,MA0759.3,ELK3,0.000422831,MA2329.1,ZBTB11,0.000422831
pos_patterns.pattern_26,79,MA1993.1,Neurod2,0.0113423,MA1997.1,Olig2,0.0153087,MA0461.1,Atoh1,0.0153087
pos_patterns.pattern_27,51,MA1961.2,PATZ1,0.00498198,MA1513.1,KLF15,0.00498198,MA0079.3,SP1,0.00498198
pos_patterns.pattern_28,42,MA0461.1,Atoh1,0.00158388,MA0668.3,Neurod2,0.00247925,MA1109.2,NEUROD1,0.00311079
pos_patterns.pattern_29,35,MA0507.1,POU2F2,1.0,MA0790.1,POU4F1,1.0,MA2537.1,SALL3,1.0
pos_patterns.pattern_30,30,MA0509.2,RFX1,0.130113,MA1929.2,CTCF,0.130113,MA1929.1,CTCF,0.130113
pos_patterns.pattern_31,30,MA0836.1,CEBPD,0.0751779,MA0466.2,CEBPB,0.0751779,MA0838.1,CEBPG,0.0751779
pos_patterns.pattern_32,29,MA0088.3,ZNF143,4.97179e-10,MA0088.1,znf143,5.337e-06,MA1573.1,THAP11,0.000551968
neg_patterns.pattern_0,1176,MA0108.3,TBP,1.0,MA0108.1,TBP,1.0,MA0108.2,TBP,1.0
neg_patterns.pattern_1,606,MA2593.1,ZNF362,0.00264633,MA1125.1,ZNF384,0.00572059,MA0679.2,ONECUT1,0.00572059
neg_patterns.pattern_2,510,MA1976.3,ZNF320,0.00470999,MA2681.1,KLF8,0.00470999,MA1976.2,ZNF320,0.00784997
neg_patterns.pattern_3,479,MA0750.4,ZBTB7A,0.0521409,MA0114.3,Hnf4a,0.302333,MA2511.1,ZNF335,0.302333
neg_patterns.pattern_4,458,MA1102.2,CTCFL,0.0469919,MA1102.1,CTCFL,0.0469919,MA1102.3,CTCFL,0.0938275
neg_patterns.pattern_5,310,MA2678.1,IRX1,1.0,MA0835.2,BATF3,1.0,MA0659.2,MAFG,1.0
neg_patterns.pattern_6,308,MA2575.1,ZNF536,1.0,MA2692.1,ZNF43,1.0,MA2488.1,ZBTB40,1.0
neg_patterns.pattern_7,297,MA1986.1,ZNF692,0.0260144,MA1548.2,PLAGL2,0.0260144,MA0139.2,CTCF,0.171814
neg_patterns.pattern_8,252,MA0738.1,HIC2,0.216512,MA0695.2,ZBTB7C,0.216512,MA0695.3,ZBTB7C,0.216512
neg_patterns.pattern_9,252,MA1978.1,ZNF354A,0.464561,MA0135.2,Lhx3,0.464561,MA0703.2,LMX1B,0.464561
neg_patterns.pattern_10,174,MA1976.3,ZNF320,0.167248,MA1548.2,PLAGL2,0.397951,MA1102.3,CTCFL,0.397951
neg_patterns.pattern_11,135,MA0467.1,Crx,0.516408,MA0075.1,Prrx2,0.516408,MA0132.1,Pdx1,0.516408
neg_patterns.pattern_12,126,MA1548.2,PLAGL2,0.0309368,MA2510.1,ZBTB41,0.0458947,MA1578.2,VEZF1,0.077422
neg_patterns.pattern_13,108,MA1101.3,BACH2,0.0554508,MA1128.2,FOSL1::JUN,0.0554508,MA0841.2,NFE2,0.0554508
neg_patterns.pattern_14,85,MA0790.2,POU4F1,0.204095,MA0791.2,POU4F3,0.204095,MA0790.1,POU4F1,0.204095
neg_patterns.pattern_15,84,MA1928.1,BNC2,4.36424e-05,MA0477.1,FOSL1,4.36424e-05,MA0478.2,FOSL2,5.18252e-05
neg_patterns.pattern_16,82,MA1479.2,DMRTC2,0.887079,MA1479.1,DMRTC2,0.887079,MA1707.1,DMRTA1,0.887079
neg_patterns.pattern_17,77,MA2550.1,ZNF275,0.0320762,MA0073.2,RREB1,0.244324,MA2330.1,ZBTB24,0.244324
neg_patterns.pattern_18,47,MA0790.1,POU4F1,0.0213099,MA0791.1,POU4F3,0.0213099,MA0791.2,POU4F3,0.0213099
neg_patterns.pattern_19,43,MA2488.1,ZBTB40,1.0,MA0898.2,Hmx3,1.0,MA0896.2,Hmx1,1.0
neg_patterns.pattern_20,34,MA0466.2,CEBPB,0.000202451,MA0837.1,CEBPE,0.000202451,MA0043.3,HLF,0.000202451
neg_patterns.pattern_21,26,MA0099.2,FOS::JUN,0.201348,MA0594.1,Hoxa9,0.201348,MA1132.2,JUN::JUNB,0.201348
